timestamp,lat,lon,accuracy,speed,heading
1700000540000,40.0970167,116.3998067,7.32,19.978,0.378
1700000555000,40.0997115,116.3997760,7.05,19.978,359.501
1700000570000,40.1024063,116.3997457,6.84,19.978,359.507
1700000585000,40.1051012,116.3997196,6.33,19.978,359.575
1700000600000,40.1077961,116.3997101,6.32,19.978,359.847
1700000615000,40.1104910,116.3997209,7.97,19.978,0.175
1700000630000,40.1131860,116.3997142,6.20,19.978,359.891
1700000645000,40.1158808,116.3997351,5.11,19.978,0.340
1700000660000,40.1185758,116.3997482,6.68,19.978,0.214
1700000675000,40.1212706,116.3997760,7.65,19.978,0.452
1700000690000,40.1239655,116.3997969,7.04,19.978,0.339
1700000705000,40.1266604,116.3998138,7.57,19.978,0.276
1700000720000,40.1293553,116.3998183,6.77,19.978,0.074
1700000735000,40.1320502,116.3997918,7.27,19.978,359.568
1700000750000,40.1347451,116.3997761,7.14,19.978,359.745
1700000765000,40.1374400,116.3997731,7.58,19.978,359.952
1700000780000,40.1401349,116.3997466,7.20,19.978,359.569
1700000795000,40.1428297,116.3997179,6.25,19.978,359.533
1700000810000,40.1455246,116.3997121,7.93,19.978,359.906
1700000825000,40.1482196,116.3997254,5.81,19.978,0.216
1700000840000,40.1509145,116.3997226,6.04,19.978,359.955
1700000855000,40.1536094,116.3997492,5.89,19.978,0.432
1700000870000,40.1563043,116.3997390,5.56,19.978,359.835
1700000885000,40.1589992,116.3997339,5.05,19.978,359.918
1700000900000,40.1616940,116.3997637,5.05,19.978,0.484
1700000915000,40.1643890,116.3997766,6.79,19.978,0.208
1700000930000,40.1670838,116.3997483,6.89,19.978,359.540
1700000945000,40.1697787,116.3997637,6.05,19.978,0.251
1700000960000,40.1724736,116.3997816,5.09,19.978,0.291
1700000975000,40.1751685,116.3997564,7.61,19.978,359.591
1700000990000,40.1778634,116.3997443,7.13,19.978,359.804
1700001005000,40.1805583,116.3997339,7.14,19.978,359.831
1700001020000,40.1832532,116.3997231,7.42,19.978,359.824
1700001035000,40.1859481,116.3997495,7.37,19.978,0.429
1700001050000,40.1886430,116.3997283,5.82,19.978,359.655
1700001065000,40.1913379,116.3997194,6.08,19.978,359.857
1700001080000,40.1940328,116.3997244,6.70,19.978,0.081
1700001095000,40.1967278,116.3997299,6.98,19.978,0.089
1700001110000,40.1994227,116.3997310,7.13,19.978,0.017
1700001125000,40.2021176,116.3997366,5.17,19.978,0.091
1700001140000,40.2048125,116.3997538,7.56,19.978,0.280
1700001155000,40.2075074,116.3997297,7.44,19.978,359.608
1700001170000,40.2102023,116.3997227,6.89,19.978,359.887
1700001185000,40.2128972,116.3997424,7.06,19.978,0.320
1700001200000,40.2155921,116.3997701,7.00,19.978,0.448
1700001215000,40.2182870,116.3997785,7.36,19.978,0.137
1700001230000,40.2209819,116.3997547,7.43,19.978,359.613
1700001245000,40.2236767,116.3997273,5.82,19.978,359.556
1700001260000,40.2263717,116.3997325,7.08,19.978,0.084
1700001275000,40.2290665,116.3997541,7.18,19.978,0.351
1700001290000,40.2317615,116.3997650,5.12,19.978,0.176
1700001305000,40.2344564,116.3997592,7.46,19.978,359.906
1700001320000,40.2371513,116.3997380,6.90,19.978,359.656
1700001335000,40.2398462,116.3997183,6.40,19.978,359.681
1700001350000,40.2425410,116.3996974,6.20,19.978,359.660
1700001365000,40.2452359,116.3997226,6.43,19.978,0.408
1700001380000,40.2479308,116.3997014,6.49,19.978,359.656
1700001395000,40.2506257,116.3996838,7.90,19.978,359.715
1700001410000,40.2533206,116.3996774,5.01,19.978,359.895
1700001425000,40.2560155,116.3996612,6.88,19.978,359.737
1700001440000,40.2587104,116.3996741,7.97,19.978,0.209
1700001455000,40.2614053,116.3996936,7.48,19.978,0.318
1700001470000,40.2641002,116.3996658,7.04,19.978,359.548
1700001485000,40.2667951,116.3996456,6.17,19.978,359.673
1700001500000,40.2694900,116.3996408,5.84,19.978,359.921
1700001515000,40.2721849,116.3996357,5.86,19.978,359.918
1700001530000,40.2748799,116.3996210,5.82,19.978,359.762
1700001545000,40.2775747,116.3996440,6.01,19.978,0.373
1700001560000,40.2802697,116.3996505,6.68,19.978,0.105
1700001575000,40.2829646,116.3996652,7.34,19.978,0.239
1700001590000,40.2856594,116.3996878,5.46,19.978,0.367
1700001605000,40.2883543,116.3996578,6.47,19.978,359.513
1700001620000,40.2910492,116.3996592,7.12,19.978,0.022
1700001635000,40.2937441,116.3996770,6.42,19.978,0.289
1700001650000,40.2964390,116.3996606,5.97,19.978,359.734
1700001665000,40.2991339,116.3996765,5.37,19.978,0.258
1700001680000,40.3018288,116.3996607,7.41,19.978,359.743
1700001695000,40.3045237,116.3996423,5.23,19.978,359.702
1700001710000,40.3072186,116.3996711,6.27,19.978,0.466
1700001725000,40.3099135,116.3996905,5.55,19.978,0.314
1700001740000,40.3126083,116.3996670,7.81,19.978,359.619
1700001755000,40.3153033,116.3996800,5.28,19.978,0.210
1700001770000,40.3179981,116.3996588,6.82,19.978,359.657
1700001785000,40.3206931,116.3996655,6.57,19.978,0.110
1700001800000,40.3233880,116.3996756,7.97,19.978,0.163
1700001815000,40.3260829,116.3996819,6.89,19.978,0.103
1700001830000,40.3287778,116.3997011,5.53,19.978,0.311
1700001845000,40.3314727,116.3996952,5.42,19.978,359.904
1700001860000,40.3341676,116.3996775,5.25,19.978,359.713
1700001875000,40.3368625,116.3997080,7.81,19.978,0.495
1700001890000,40.3395574,116.3997197,5.62,19.978,0.189
1700001905000,40.3422523,116.3996996,6.89,19.978,359.674
1700001920000,40.3449472,116.3996744,5.57,19.978,359.591
1700001935000,40.3476421,116.3996810,6.14,19.978,0.108
1700001950000,40.3503370,116.3996725,6.91,19.978,359.861
1700001965000,40.3530319,116.3996928,5.25,19.978,0.330
1700001980000,40.3557268,116.3996855,5.57,19.978,359.882
1700001995000,40.3584217,116.3996562,6.83,19.978,359.525
1700002010000,40.3611165,116.3996309,6.26,19.978,359.590
1700002025000,40.3638115,116.3996222,7.56,19.978,359.858
1700002040000,40.3665064,116.3996300,5.56,19.978,0.127
1700002055000,40.3692012,116.3996031,7.67,19.978,359.564
1700002070000,40.3718961,116.3995748,7.17,19.978,359.542
1700002085000,40.3745910,116.3995540,7.69,19.978,359.662
1700002100000,40.3772859,116.3995466,5.16,19.978,359.881
1700002115000,40.3799808,116.3995495,5.09,19.978,0.047
1700002130000,40.3826757,116.3995194,5.27,19.978,359.512
1700002145000,40.3853706,116.3995099,7.93,19.978,359.846
1700002160000,40.3880655,116.3995162,6.40,19.978,0.102
1700002175000,40.3907605,116.3995130,5.91,19.978,359.948
1700002190000,40.3934554,116.3995231,5.72,19.978,0.164
1700002205000,40.3961502,116.3994990,5.54,19.978,359.610
1700002220000,40.3988451,116.3994738,7.71,19.978,359.592
1700002235000,40.4015400,116.3994956,6.70,19.978,0.353
1700002250000,40.4042349,116.3995020,6.10,19.978,0.105
1700002265000,40.4069298,116.3995118,5.74,19.978,0.159
1700002280000,40.4096248,116.3994963,6.01,19.978,359.748
1700002295000,40.4123197,116.3995013,7.89,19.978,0.081
1700002310000,40.4150145,116.3995297,7.37,19.978,0.461
1700002325000,40.4177094,116.3995034,7.10,19.978,359.573
1700002340000,40.4204043,116.3995162,5.02,19.978,0.208
1700002355000,40.4230992,116.3995240,6.63,19.978,0.126
1700002370000,40.4257941,116.3995028,5.30,19.978,359.658
1700002385000,40.4284889,116.3995336,5.83,19.978,0.498
1700002400000,40.4311838,116.3995033,5.27,19.978,359.509
1700002415000,40.4338787,116.3994799,6.60,19.978,359.622
1700002430000,40.4365736,116.3994790,5.36,19.978,359.985
1700002445000,40.4392685,116.3995022,5.95,19.978,0.376
1700002460000,40.4419634,116.3995168,6.81,19.978,0.236
1700002475000,40.4446583,116.3995206,7.85,19.978,0.061
1700002490000,40.4473532,116.3995094,5.15,19.978,359.819
1700002505000,40.4500481,116.3995332,6.44,19.978,0.385
1700002520000,40.4527430,116.3995455,5.29,19.978,0.199
1700002535000,40.4554379,116.3995205,7.05,19.978,359.595
1700002550000,40.4581327,116.3995481,6.91,19.978,0.446
1700002565000,40.4608276,116.3995228,7.76,19.978,359.591
1700002580000,40.4635225,116.3995360,6.82,19.978,0.214
1700002595000,40.4662174,116.3995332,6.63,19.978,359.954
1700002610000,40.4689124,116.3995498,6.38,19.978,0.269
1700002625000,40.4716073,116.3995413,7.41,19.978,359.862
1700002640000,40.4743021,116.3995716,7.61,19.978,0.490
1700002655000,40.4769970,116.3995578,7.39,19.978,359.776
1700002670000,40.4796920,116.3995548,5.66,19.978,359.952
1700002685000,40.4823868,116.3995777,6.93,19.978,0.370
1700002700000,40.4850818,116.3995738,7.32,19.978,359.937
1700002715000,40.4877767,116.3995650,6.96,19.978,359.858
1700002730000,40.4904716,116.3995509,7.29,19.978,359.773
1700002745000,40.4931665,116.3995242,5.47,19.978,359.569
1700002760000,40.4958613,116.3995497,6.13,19.978,0.411
1700002775000,40.4985562,116.3995715,7.49,19.978,0.353
1700002790000,40.5012511,116.3995452,6.22,19.978,359.575
1700002805000,40.5039460,116.3995623,5.37,19.978,0.277
1700002820000,40.5066409,116.3995803,6.07,19.978,0.291
1700002835000,40.5093357,116.3995545,6.73,19.978,359.582
1700002850000,40.5120307,116.3995446,7.00,19.978,359.840
1700002865000,40.5147256,116.3995556,7.09,19.978,0.178
1700002880000,40.5174205,116.3995533,6.76,19.978,359.962
1700002895000,40.5201154,116.3995353,6.57,19.978,359.709
1700002910000,40.5228103,116.3995302,7.88,19.978,359.918
1700002925000,40.5255053,116.3995319,7.15,19.978,0.026
1700002940000,40.5282001,116.3995606,7.52,19.978,0.464
1700002955000,40.5308950,116.3995513,5.69,19.978,359.850
1700002970000,40.5335900,116.3995554,7.47,19.978,0.067
1700002985000,40.5362849,116.3995665,6.33,19.978,0.179
