timestamp,lat,lon,accuracy,speed,heading
1700000114000,47.6350029,-122.3477386,9.37,16.672,2.566
1700000117000,47.6354870,-122.3477049,7.59,17.964,2.680
1700000120000,47.6359540,-122.3476510,6.47,17.361,4.451
1700000123000,47.6363122,-122.3474933,6.63,13.848,16.522
1700000126000,47.6365781,-122.3473643,7.50,10.370,18.106
1700000129000,47.6370818,-122.3470999,7.57,19.804,19.475
1700000132000,47.6373400,-122.3469509,7.03,10.267,21.257
1700000135000,47.6376597,-122.3470889,9.04,12.340,343.782
1700000138000,47.6381491,-122.3472952,7.56,18.858,344.138
1700000141000,47.6385083,-122.3474310,7.50,13.738,345.714
1700000144000,47.6388507,-122.3475791,7.66,13.219,343.751
1700000147000,47.6391471,-122.3476355,7.68,11.077,352.695
1700000150000,47.7090568,-122.3851983,7.92,2755.572,340.098
1700000153000,47.6401913,-122.3478044,5.30,2717.757,159.929
1700000156000,47.6406562,-122.3478689,9.43,17.307,354.655
1700000159000,47.6410600,-122.3480130,5.74,15.395,346.484
1700000162000,47.6415629,-122.3480280,5.36,18.643,358.849
1700000165000,47.6418602,-122.3480299,6.06,11.019,359.756
1700000168000,47.6422181,-122.3475720,7.59,17.515,40.757
1700000171000,47.6425572,-122.3471225,9.60,16.849,41.771
1700000174000,47.6429076,-122.3466760,9.82,17.120,40.649
1700000177000,47.6433076,-122.3461411,8.60,19.955,42.021
1700000180000,47.6435539,-122.3457915,7.25,12.633,43.709
1700000183000,47.6439276,-122.3452354,7.94,19.613,45.079
1700000186000,47.6441253,-122.3449497,7.76,10.227,44.223
1700000189000,47.6443611,-122.3445978,5.95,12.393,45.166
1700000192000,47.6445945,-122.3442792,8.18,11.754,42.597
1700000195000,47.6449628,-122.3437457,7.91,19.074,44.305
1700000198000,47.6451703,-122.3434403,5.33,10.831,44.754
1700000201000,47.6454450,-122.3430593,6.56,13.936,43.057
1700000204000,47.6456864,-122.3427068,6.61,12.551,44.536
1700000207000,47.6459440,-122.3423551,8.81,12.971,42.607
1700000210000,47.6462184,-122.3419603,6.61,14.166,44.112
1700000213000,47.6465293,-122.3414949,9.04,16.365,45.242
1700000216000,47.6468372,-122.3410367,8.22,16.161,45.077
1700000219000,47.6471489,-122.3405908,7.76,16.048,43.934
1700000222000,47.6474150,-122.3402236,7.30,13.466,42.910
1700000225000,47.6476104,-122.3399066,7.98,10.727,47.554
1700000228000,47.6479556,-122.3393525,9.15,18.845,47.237
1700000231000,47.6481581,-122.3390441,6.13,10.754,45.727
1700000234000,47.6484783,-122.3385458,8.76,17.195,46.356
1700000237000,47.6486866,-122.3382033,5.10,11.520,47.931
1700000240000,47.6491276,-122.3377135,6.29,20.416,36.800
1700000243000,47.6490926,-122.3375890,9.04,3.370,112.670
1700000246000,47.6488919,-122.3377524,5.63,8.484,208.752
1700000249000,47.6489364,-122.3375448,7.52,5.441,72.349
1700000252000,47.6487104,-122.3378020,8.32,10.555,217.479
1700000255000,47.6492338,-122.3377840,8.51,19.406,1.325
1700000258000,47.6489217,-122.3378448,9.26,11.668,187.475
1700000261000,47.6491128,-122.3376310,6.11,8.869,37.013
1700000264000,47.6489382,-122.3378359,7.89,8.249,218.337
1700000267000,47.6490442,-122.3375009,7.22,9.243,64.842
1700000270000,47.6522022,-122.3335510,5.24,153.059,40.118
1700000273000,47.6526382,-122.3331279,8.65,19.308,33.166
1700000276000,47.6529402,-122.3328457,6.76,13.228,32.193
1700000279000,47.6532417,-122.3325524,9.25,13.358,33.241
1700000282000,47.6536235,-122.3321696,5.65,17.077,34.032
1700000285000,47.6538836,-122.3318327,7.74,12.797,41.103
1700000288000,47.6541125,-122.3315530,9.15,10.986,39.462
1700000291000,47.6544837,-122.3310705,6.05,18.288,41.204
1700000294000,47.6548469,-122.3306177,5.61,17.577,40.023
1700000297000,47.6551786,-122.3302078,8.83,15.999,39.767
1700000300000,47.6555250,-122.3297658,8.82,16.930,40.683
1700000303000,47.6557925,-122.3294077,7.15,13.349,42.047
1700000306000,47.6561520,-122.3289344,6.10,17.813,41.563
1700000309000,47.6564930,-122.3289303,5.14,12.639,0.465
1700000312000,47.6570121,-122.3288984,6.93,19.257,2.368
1700000315000,47.6574501,-122.3288784,5.80,16.239,1.763
1700000318000,47.6578423,-122.3288652,5.79,14.543,1.295
1700000321000,47.6583438,-122.3288472,9.18,18.593,1.385
1700000324000,47.6588197,-122.3288155,8.53,17.659,2.566
1700000327000,47.6591938,-122.3287794,5.15,13.892,3.727
1700000330000,47.6596564,-122.3287582,6.68,17.157,1.769
1700000333000,47.6601566,-122.3287352,6.64,18.549,1.774
1700000336000,47.6605854,-122.3283094,5.22,19.119,33.775
1700000339000,47.6610038,-122.3278941,9.52,18.654,33.766
1700000342000,47.6615217,-122.3277117,7.43,19.729,13.341
1700000345000,47.6619820,-122.3280317,6.83,18.838,334.911
1700000348000,47.6623570,-122.3280063,5.48,13.914,2.611
1700000351000,47.6628800,-122.3279642,6.98,19.415,3.102
1700000354000,47.6634130,-122.3279363,7.50,19.767,2.018
1700000357000,47.6639296,-122.3281545,7.18,19.906,344.123
1700000360000,47.6530841,-122.3976442,9.12,1780.779,256.952
1700000363000,47.6645400,-122.3284207,7.08,1779.559,76.197
1700000366000,47.6649505,-122.3286049,6.70,15.894,343.183
1700000369000,47.6652394,-122.3287185,6.03,11.075,345.164
1700000372000,47.6657004,-122.3288918,6.54,17.628,345.796
1700000375000,47.6661671,-122.3290745,5.77,17.888,345.226
1700000378000,47.6664974,-122.3292149,8.32,12.735,344.030
1700000381000,47.6668472,-122.3293795,6.79,13.602,342.417
1700000384000,47.6671786,-122.3295179,6.54,12.759,344.293
1700000387000,47.6674502,-122.3296417,9.09,10.530,342.927
1700000390000,47.6679096,-122.3298656,7.93,17.922,341.833
1700000393000,47.6681744,-122.3299813,5.86,10.230,343.598
1700000396000,47.6685536,-122.3301465,9.20,14.649,343.652
1700000399000,47.6689044,-122.3302824,9.88,13.437,345.376
1700000402000,47.6691815,-122.3303971,5.96,10.660,344.427
1700000405000,47.6696515,-122.3305967,6.95,18.119,344.038
1700000408000,47.6700073,-122.3307590,5.73,13.797,342.927
1700000411000,47.6704051,-122.3309228,6.63,15.302,344.504
1700000414000,47.6708990,-122.3311193,6.32,18.953,344.999
1700000417000,47.6712505,-122.3312634,8.80,13.514,344.573
1700000420000,47.6715630,-122.3313847,80.00,11.971,345.349
1700000423000,47.6720788,-122.3316119,8.09,19.943,343.482
1700000426000,47.6723530,-122.3317252,5.12,10.550,344.443
1700000429000,47.6728335,-122.3319012,8.10,18.344,346.144
1700000432000,47.6732191,-122.3320247,6.16,14.618,347.832
1700000435000,47.6734982,-122.3321203,7.15,10.618,347.011
1700000438000,47.6737748,-122.3322134,5.47,10.512,347.235
1700000441000,47.6741771,-122.3323291,5.29,15.190,349.037
1700000444000,47.6745676,-122.3324600,6.80,14.837,347.287
1700000447000,47.6750048,-122.3322336,7.37,17.161,19.215
1700000450000,47.6754314,-122.3319880,7.75,16.959,21.192
1700000453000,47.6757232,-122.3313966,8.11,18.298,53.771
1700000456000,47.6759993,-122.3308070,8.43,17.922,55.180
1700000459000,47.6761765,-122.3304244,8.42,11.589,55.477
1700000462000,47.6764609,-122.3298692,6.14,17.411,52.740
1700000465000,47.6767712,-122.3292379,5.51,19.506,53.866
1700000468000,47.6770445,-122.3286443,6.09,17.946,55.641
1700000471000,47.6773318,-122.3279993,5.42,19.299,56.513
1700000474000,47.6775195,-122.3275536,9.62,13.121,57.971
1700000477000,47.6776631,-122.3271859,8.08,10.608,59.887
1700000480000,47.6778390,-122.3267412,5.41,12.873,59.567
1700000483000,47.6779856,-122.3263791,5.37,10.543,58.972
1700000486000,47.6783318,-122.3257920,7.53,19.475,48.789
1700000489000,47.6785192,-122.3254581,8.63,10.848,50.198
1700000492000,47.6787364,-122.3250826,9.59,12.354,49.322
1700000495000,47.6789128,-122.3247612,8.56,10.350,50.818
1700000498000,47.6791929,-122.3242768,5.82,15.934,49.341
1700000501000,47.6794863,-122.3237430,6.30,17.195,50.781
1700000504000,47.6797792,-122.3232070,9.66,17.228,50.927
1700000507000,47.6800067,-122.3227804,9.32,13.579,51.627
1700000510000,47.6803384,-122.3221894,8.21,19.200,50.185
1700000513000,47.6805719,-122.3217594,5.06,13.788,51.111
1700000516000,47.6807840,-122.3213871,5.63,12.170,49.759
1700000519000,47.6809952,-122.3210310,7.37,11.844,48.626
1700000522000,47.6813285,-122.3204804,7.52,18.477,48.039
1700000525000,47.6815572,-122.3201157,5.24,12.434,47.035
1700000528000,47.6818975,-122.3195882,7.02,18.231,46.225
1700000531000,47.6822547,-122.3189959,7.93,19.843,48.143
1700000534000,47.6824841,-122.3186199,6.49,12.663,47.816
1700000537000,47.6827656,-122.3181599,8.90,15.512,47.729
1700000540000,47.6830032,-122.3177454,9.22,13.584,49.588
1700000543000,47.6833179,-122.3171693,8.19,18.514,50.945
1700000546000,47.6835236,-122.3168007,7.21,11.946,50.352
1700000549000,47.6838389,-122.3162447,7.65,18.140,49.889
1700000552000,47.6841128,-122.3157742,6.02,15.521,49.146
1700000555000,47.6843904,-122.3152885,7.70,15.898,49.668
1700000558000,47.6846472,-122.3148559,9.35,14.392,48.602
1700000561000,47.6849436,-122.3143582,6.05,16.580,48.496
1700000564000,47.6852903,-122.3137785,8.81,19.349,48.388
1700000567000,47.6856208,-122.3132058,6.78,18.820,49.395
1700000570000,47.6858368,-122.3128213,9.83,12.497,50.161
1700000573000,47.6860933,-122.3123953,9.54,14.260,48.187
1700000576000,47.6864223,-122.3118614,6.43,18.062,47.528
1700000579000,47.6867425,-122.3117603,8.96,12.135,11.991
1700000582000,47.6870828,-122.3114655,6.94,14.602,30.255
1700000585000,47.6874251,-122.3111878,6.72,14.456,28.645
1700000588000,47.6878267,-122.3108851,8.76,16.690,26.899
1700000591000,47.6880635,-122.3103329,5.56,16.336,57.500
1700000594000,47.6882499,-122.3098799,7.29,13.248,58.565
1700000597000,47.6884551,-122.3093565,6.20,15.112,59.775
